1,1,5.50075
1,2,5.1695
1,3,4.845625
1,4,4.840375
1,5,5.62975
1,6,6.678125
1,7,6.585375
1,8,6.168875
1,9,5.771125
1,10,5.793125
1,11,5.816125
1,12,5.948875
1,13,5.8425
1,14,5.554875
1,15,6.190625
1,16,6.86175
1,17,7.486
1,18,8.033625
1,19,8.001375
1,20,6.953375
1,21,6.49875
1,22,6.89
1,23,7.514
1,24,6.53275
1,25,5.280125
1,26,4.842
1,27,4.725875
1,28,5.168875
1,29,6.05125
1,30,6.035
1,31,5.102625
1,32,4.480625
1,33,4.0975
1,34,4.386875
1,35,4.59525
1,36,4.95775
1,37,4.96725
1,38,4.7255
1,39,5.44825
1,40,6.518625
1,41,7.17575
1,42,7.319
1,43,6.661625
1,44,4.335875
1,45,4.21
1,46,5.538625
1,47,6.835125
1,48,6.31925
1,49,5.256375
1,50,5.374625
1,51,5.071375
1,52,5.295625
1,53,6.001625
1,54,6.21925
1,55,5.546625
1,56,4.3065
1,57,3.528375
1,58,3.76525
1,59,4.197625
1,60,4.575375
1,61,4.369375
1,62,4.17925
1,63,4.829125
1,64,5.8225
1,65,6.620875
1,66,6.82825
1,67,5.987125
1,68,3.502875
1,69,3.80875
1,70,5.4305
1,71,6.49825
1,72,5.998
1,73,4.954875
1,74,4.66
1,75,4.728625
1,76,5.0565
1,77,5.682125
1,78,5.89575
1,79,5.398625
1,80,4.532375
1,81,3.850375
1,82,3.869125
1,83,3.995125
1,84,4.573125
1,85,4.80975
1,86,5.007625
1,87,5.3915
1,88,5.972875
1,89,7.24375
1,90,7.681875
1,91,7.131875
1,92,4.151125
1,93,4.185875
1,94,5.54025
1,95,6.335375
1,96,5.975375
1,97,4.58933333333333
1,98,4.87944444444444
1,99,4.73877777777778
1,100,4.90755555555556
1,101,5.70044444444444
1,102,5.73922222222222
1,103,4.83377777777778
1,104,4.01666666666667
1,105,3.89177777777778
1,106,4.009
1,107,4.35922222222222
1,108,5.48677777777778
1,109,5.60244444444444
1,110,5.50266666666667
1,111,6.06822222222222
1,112,6.60522222222222
1,113,7.30077777777778
1,114,7.52622222222222
1,115,6.77277777777778
1,116,4.76755555555556
1,117,5.22166666666667
1,118,6.803
1,119,7.60788888888889
1,120,7.25344444444444
1,121,6.23877777777778
1,122,6.79877777777778
1,123,6.39822222222222
1,124,6.52455555555556
1,125,7.21555555555556
1,126,7.30333333333333
1,127,6.244
1,128,5.05733333333333
1,129,5.22366666666667
1,130,5.65944444444444
1,131,6.07811111111111
1,132,6.52655555555556
1,133,6.576
1,134,6.12388888888889
1,135,6.75122222222222
1,136,6.917
1,137,7.61622222222222
1,138,8.35622222222222
1,139,7.502
1,140,5.67755555555556
1,141,5.65733333333333
1,142,6.609
1,143,7.2
1,144,6.59188888888889
1,145,5.70488888888889
1,146,5.91155555555556
1,147,5.78022222222222
1,148,5.64911111111111
1,149,6.46044444444444
1,150,6.97744444444444
1,151,6.65755555555556
1,152,6.08
1,153,6.12611111111111
1,154,6.194
1,155,6.33
1,156,6.61277777777778
1,157,6.64733333333333
1,158,6.16511111111111
1,159,6.62766666666667
1,160,7.31244444444444
1,161,7.96555555555556
1,162,8.29377777777778
1,163,8.20688888888889
1,164,6.70111111111111
1,165,6.29444444444444
1,166,6.94922222222222
1,167,7.35455555555556
1,168,6.43733333333333
2,1,4.68644444444444
2,2,4.72455555555556
2,3,4.37188888888889
2,4,4.613
2,5,5.49122222222222
2,6,5.98155555555556
2,7,5.53433333333333
2,8,5.08855555555556
2,9,5.157
2,10,4.79577777777778
2,11,4.61633333333333
2,12,3.789
2,13,3.70022222222222
2,14,3.21733333333333
2,15,3.39322222222222
2,16,3.89866666666667
2,17,4.976
2,18,6.38533333333333
2,19,7.175
2,20,6.675
2,21,6.75611111111111
2,22,7.45722222222222
2,23,7.54222222222222
2,24,6.30166666666667
2,25,4.68655555555556
2,26,4.64633333333333
2,27,4.61644444444444
2,28,5.18855555555556
2,29,6.228
2,30,6.40033333333333
2,31,5.875
2,32,5.31344444444444
2,33,4.51422222222222
2,34,4.20011111111111
2,35,4.29077777777778
2,36,5.07177777777778
2,37,5.33866666666667
2,38,5.07133333333333
2,39,5.81722222222222
2,40,6.59166666666667
2,41,7.28777777777778
2,42,7.83722222222222
2,43,7.88466666666667
2,44,6.28822222222222
2,45,5.50133333333333
2,46,6.36311111111111
2,47,6.87911111111111
2,48,6.18588888888889
2,49,5.37888888888889
2,50,5.63377777777778
2,51,5.46788888888889
2,52,6.03244444444444
2,53,7.017
2,54,7.12088888888889
2,55,6.26333333333333
2,56,5.44022222222222
2,57,4.71122222222222
2,58,4.55133333333333
2,59,4.55955555555556
2,60,5.20611111111111
2,61,5.38488888888889
2,62,5.27355555555556
2,63,5.85822222222222
2,64,6.45522222222222
2,65,7.13533333333333
2,66,7.55033333333333
2,67,7.61322222222222
2,68,6.14977777777778
2,69,5.70011111111111
2,70,7.04077777777778
2,71,7.31066666666667
2,72,6.71933333333333
2,73,5.67722222222222
2,74,6.083
2,75,5.79655555555556
